,respondent_id,h1n1_vaccine,seasonal_vaccine
45,26752,1.2816096050677526e-06,5.864177710166145e-07
46,26753,0.7568223645787099,0.9995431751694037
47,26754,0.4983844333857197,0.16899037183731125
48,26755,4.481765867982661e-05,0.0003021122706234606
49,26756,1.824005504104671e-06,5.441619761280032e-08
50,26757,0.6995098158918271,0.792260111678993
51,26758,0.9999908086108491,0.9999801093011879
52,26759,0.00012561957755375416,0.007568964625258837
53,26760,2.8052863376256113e-06,3.274992683737727e-05
54,26761,0.5209823750093526,0.9994511018625519
55,26762,0.10230071921055939,0.9932640850723469
56,26763,0.9996863683429581,0.9998009666937758
57,26764,0.9999765984857248,0.9999962590027978
58,26765,8.614942877449035e-05,0.08727522211478544
59,26766,0.03810749380018039,0.028889321782777706
60,26767,0.9996229823038686,0.9970975699133132
61,26768,0.008044631734663505,0.08613189963399195
62,26769,0.003501110596165253,0.004477411665523176
63,26770,0.2589696868152977,0.834889797165854
64,26771,0.0036862254539972543,0.0030839134164723143
65,26772,0.02450380597410088,0.2151087541444624
66,26773,0.002314450131803202,0.05330091520985316
67,26774,0.0016759148137165775,0.08327392603461961
68,26775,0.03814713755161929,0.5540939984658774
69,26776,0.463536955038114,0.004243978792746119
70,26777,0.6030702964257629,0.9987424072060549
71,26778,0.0021716722197701694,1.9462267706052046e-06
72,26779,0.46109498944287236,0.7931572843886522
73,26780,0.8536139671104588,0.9999350989392068
74,26781,0.00015292127194781708,0.6226598462103896
75,26782,0.02048340006172003,0.7573281693203845
76,26783,0.020949523586940678,0.5790792747692363
77,26784,0.9500807327560439,0.9990854451033239
78,26785,0.6517817083182245,0.9642102960866777
79,26786,0.0667754799441196,0.40105896859809925
80,26787,0.023605772937569543,0.9783480082398661
81,26788,0.5068213193871404,0.9996244474160209
82,26789,0.001193525805126766,0.03248613086690141
83,26790,0.010900732370053677,0.31105961628803314
84,26791,0.0025280812266292936,0.002265956520482703
85,26792,0.09131743136847968,0.927626689949834
86,26793,0.19496025272646816,0.9990340214976681
87,26794,0.9995772295769859,0.999862200433435
88,26795,0.2265606421741762,0.9377752219939806
89,26796,0.0005935245343322399,0.00580454235423026
90,26797,0.7353675677603044,0.9621428231125089
91,26798,0.014571435446145302,0.036056436604438837
92,26799,0.25111424453539083,0.2003249006497496
93,26800,0.0387893081339242,0.9958610269218999
94,26801,0.9628114970170049,0.9455514165533709
95,26802,0.022347354989139253,0.16075716067182977
96,26803,0.013930329552398962,0.027492880176909464
97,26804,0.005578542971009528,0.08311472048999077
98,26805,1.2877658588248023e-05,1.247013791073724e-06
99,26806,0.34765026570583796,0.9995017624201791
100,26807,0.9041742427349703,0.9999668901679699
101,26808,0.28869734480856285,0.7180920915900589
102,26809,0.9369157200126755,0.0013225507162925815
103,26810,0.0006807514367568836,2.6212372624855948e-05
104,26811,0.001215237316311922,0.03129554297181011
105,26812,0.34450715418205974,0.9426144011813956
106,26813,0.36018288081255245,0.9878834124283568
107,26814,0.00181328114449107,0.9000720602613564
108,26815,0.00014353263008385698,0.0012692296762336938
109,26816,0.03286013052266652,1.1240455740278151e-05
110,26817,0.08161938183949365,0.9932918397521766
111,26818,0.06921006144058733,0.0004086679689390075
112,26819,0.9968035157790929,0.06516501025993177
113,26820,0.0437052508857782,0.8090859927284141
114,26821,0.07415443636321194,0.6155648465423073
115,26822,0.020322019754758714,0.09679695992332073
116,26823,0.7474527848668056,0.9882054442947115
117,26824,0.0035869504862309507,0.9879043417060814
118,26825,0.5467065588497386,0.9917583880291596
119,26826,0.0121746279754309,0.9847141863299947
120,26827,0.00027621556034463924,0.0005582833841703922
121,26828,0.034359600494593225,0.9424697986833297
122,26829,0.9995464221438438,0.9999988675123905
123,26830,0.006621333537810307,0.9430051112394848
124,26831,0.6797336895689763,0.9991814863349238
125,26832,0.4524152082330887,0.9453709506688857
126,26833,9.307408601335035e-08,0.0002767560216471879
127,26834,5.614275700346616e-05,4.7928350937377126e-05
128,26835,0.5409733585331584,0.9965406003797097
129,26836,0.7779444057104467,0.9984585579519939
130,26837,8.08061230751891e-07,1.688276733698777e-05
131,26838,0.017540270519074003,0.937072089474406
132,26839,0.9058727375125201,0.988975324436732
133,26840,0.0007673899737868861,0.0007161115327908381
134,26841,0.5859236992972153,0.9919377195086345
135,26842,0.0006373450447373736,0.001933388633033003
136,26843,1.1195809078054533e-05,2.558848619249599e-07
137,26844,0.0002728973350593645,0.003637001685084779
138,26845,0.0005320242478453401,0.613212207301583
139,26846,0.0038035553379120166,0.9488398166590849
140,26847,0.772770854375613,0.7756185692603776
141,26848,0.032771435848997374,0.9809195742438344
142,26849,0.08195202399758228,0.9868157264520474
143,26850,0.9991538157694723,0.9981032315961644
144,26851,9.554620346472065e-05,0.00020983895195988316
145,26852,0.0002086008856947735,0.00036697840690905957
146,26853,0.5808524337822455,0.40016656786970306
147,26854,6.252313666724921e-05,0.0005881404763809791
148,26855,0.9952930275595235,0.9999582723517902
149,26856,0.00013148356064748547,2.5159167567596883e-06
150,26857,0.6642340318242803,0.02407763045796733
151,26858,0.26234984968472314,0.9180302844801407
152,26859,0.001606425704323604,0.0079339057732261
153,26860,0.001547913391006069,0.01523143787456989
154,26861,0.0002758696641862406,0.006425997412652835
155,26862,0.008514989437944202,0.04627765664212721
156,26863,0.008096881224769144,0.0022966833775748276
157,26864,0.7177670341069132,0.9971424368045029
158,26865,5.063893825339057e-06,3.5567145543824775e-05
159,26866,0.545919711269736,0.9965426709500806
160,26867,0.01312456431259952,0.04509979935470006
161,26868,0.9998104085808397,0.9991661109081211
162,26869,1.6418899774833594e-05,1.120832716045479e-05
163,26870,0.9437296274363045,0.9990937357618976
164,26871,9.29905071189345e-06,1.589759934079078e-05
165,26872,0.0045941672681790785,0.0027905627721915476
166,26873,0.4629713483786831,0.9993788312399041
167,26874,0.004526507629716339,0.304524119962839
168,26875,0.9968311133495813,0.9999092703331063
169,26876,0.005012794216837022,0.00827578885775386
170,26877,0.0377848404837639,0.023713470863213543
171,26878,0.0020543484874299338,0.0002936006903428953
172,26879,2.162701545478087e-09,1.2885963113092574e-10
173,26880,9.116709805332883e-08,1.2470865826948502e-08
174,26881,2.116461436982464e-05,0.0006302191836500598
175,26882,0.0005346320441455957,0.0022058828904606173
176,26883,0.027833777696171846,0.04303704265593947
177,26884,0.4047358203101207,0.2654156988707823
178,26885,0.36202287691489315,0.9848126492425607
179,26886,0.01720428092708002,0.9914721542970313
180,26887,0.9992067444898568,0.9999563738310733
181,26888,0.9999925506206254,0.9999928941008008
182,26889,0.0003486398367126766,0.002749492020985848
183,26890,0.09564365878988768,0.8877260332532694
184,26891,0.8746267819165232,0.906734098569915
185,26892,0.8273009406996682,0.9997255061744027
186,26893,0.03690000346579,0.18202784280530138
187,26894,0.23761019170074052,0.06336360300208163
188,26895,0.016456425435964848,0.9871957293945737
189,26896,0.0010728148588716015,0.0029240765255662267
190,26897,0.0001274729331670595,0.11948526029141397
191,26898,0.9647042410021749,0.8062750675435959
192,26899,0.00011732475292440848,0.0003479725986172733
193,26900,0.10235388767030304,0.57095769481979
194,26901,0.0001238369862246278,0.12105754678126489
195,26902,0.25241653504433575,0.9910280663306675
196,26903,0.0030385282472603263,4.408868968278332e-06
197,26904,0.0003046196282531253,0.1187127402212288
198,26905,0.9868640188461569,0.999682016235738
199,26906,0.006083307399016239,0.9176527355539451
200,26907,0.0011935398859948933,0.8587414619689794
201,26908,0.001440761877945053,0.8089375533783085
202,26909,0.0004151152974050545,0.030697963880655117
203,26910,0.0011221216179213398,0.007096972067207293
204,26911,0.0036573656812201307,0.0029426307777601192
205,26912,0.9875777236762759,0.9999817983255711
206,26913,0.9998283092575233,0.9999673247115307
207,26914,0.007920763003499911,0.06053442901523002
208,26915,0.03651648529165702,0.02241609686335818
209,26916,0.024280373728791042,0.4408417321463235
210,26917,1.879257747183356e-07,6.566076552693131e-07
211,26918,0.9976223818206743,0.999789500569846
212,26919,0.6900667128857545,0.9916629979774856
213,26920,0.0001355675178019964,0.0016165472438679474
214,26921,0.0003581168156983122,0.0030197417123912396
215,26922,0.13087877128203187,0.9797455400399373
216,26923,0.00556380224000733,0.2623458191355108
217,26924,0.9998380274522443,0.9997935389375385
218,26925,0.36323756537177326,0.8570171119165715
219,26926,0.9820746211443624,0.9402558597803602
220,26927,0.9981401095150186,0.9978869374095185
221,26928,0.03582547445973207,0.5337686404624802
222,26929,0.004774998370944589,0.0030104668287538267
223,26930,0.9827164422068361,0.9996126789506187
224,26931,0.08160981305341211,0.7466191832205683
225,26932,0.2358166065840797,0.999446024195586
226,26933,0.0944233795128122,0.8996207027653388
227,26934,0.9988872048518299,0.9967499256839374
228,26935,0.1423804249998819,0.8186967906281775
229,26936,0.10958350485725588,0.0010353881608887868
230,26937,0.10592312851098662,0.9916176874216606
231,26938,0.00033048011718651084,0.0005513761206719566
232,26939,0.0002385552161639593,0.00033539406189035377
233,26940,0.009822191211516743,0.02199263732219435
234,26941,0.03235046091950722,0.9726597737236774
235,26942,0.7592846711149093,0.9853947648972056
236,26943,0.9323319449732878,0.9590726303105269
237,26944,0.000659283668472501,0.07662191757596883
238,26945,0.02794156969580987,0.9894981509632303
239,26946,0.12049799325502127,0.9637994711236446
240,26947,0.027201983031281286,0.8858013274055144
241,26948,3.824947362434502e-05,0.0002481832062189906
242,26949,5.980383691379603e-06,9.89282485619226e-05
243,26950,0.004013281259460753,0.1841682226690341
244,26951,0.004062163938039368,0.7679069149748549
245,26952,0.9995587547850764,0.9999972581900991
246,26953,0.9734108166532857,0.9999797903084385
247,26954,0.011166295039635019,0.08240847712845392
248,26955,0.02013931149540083,0.9599093232290433
249,26956,0.018179058907266746,0.18520859982238688
250,26957,0.014472367547621327,0.9984606864680946
251,26958,0.9790755498076935,0.9737711032335408
252,26959,0.0019321478914651716,0.0020797817451321202
253,26960,0.00032430083455904814,0.0015746983302433945
254,26961,0.07332942705470678,0.9842278647255853
255,26962,0.18335899910855874,0.9971801772124643
256,26963,0.036532003266044326,0.2813373349141172
257,26964,0.025993728341988542,0.062127734483301465
258,26965,0.992703444860666,0.9999569884263984
259,26966,1.59743253710249e-07,2.9914653866486664e-06
260,26967,0.0010781294942659322,0.2466425552760189
261,26968,0.015852803384070406,0.9829253599692332
262,26969,0.010104218674894106,0.8898745083894687
263,26970,0.9882129848303409,0.9970315138264223
264,26971,0.1584141973811561,0.7872055773130422
265,26972,2.214811396992037e-06,7.598390733585472e-06
266,26973,0.00015891140290596575,2.717209825412442e-06
267,26974,0.03949434973572771,0.7744232949025017
268,26975,0.1206822983173808,0.9952535670258157
269,26976,0.9999616834669992,0.9993707230632419
270,26977,0.005899528723246751,0.8757484147081122
271,26978,0.001481815671966831,0.8064653601856777
272,26979,0.9208603686029868,0.9863857328759121
273,26980,0.00021014591528484609,0.007422018862749149
274,26981,0.0010352168073951126,0.0018650765750091293
275,26982,0.9923134262368147,0.9975745666835917
276,26983,0.08534805399560295,0.976716183085775
277,26984,0.004425701582370472,0.013710669901251693
278,26985,1.5549300019006533e-07,1.1275765009130584e-06
279,26986,0.1313631484760437,0.9866368097170604
280,26987,0.005657442356991662,0.0009797138710727817
281,26988,0.0004927102936910561,0.027757200924611647
282,26989,0.9008116067676887,0.9454074124263044
283,26990,7.132694692726482e-06,0.002568507126247944
284,26991,0.9335407065645286,0.9880949836493528
285,26992,0.11865303609583815,0.07938338131464956
286,26993,0.12757175609149443,0.9972580897969908
287,26994,0.15955964973086634,0.43815656496455035
288,26995,0.041720525252201664,0.8883633215059554
289,26996,0.69022492138374,0.9122191172584794
290,26997,9.404340959524532e-07,2.117627830131404e-06
291,26998,9.313183641448388e-07,4.717869175998867e-08
292,26999,0.6080010921853898,0.8466241432683222
293,27000,0.1159740716078223,0.9487549583005535
294,27001,0.0018242193014833816,0.9593054759397822
295,27002,9.33965577045765e-05,0.001990525068656998
296,27003,7.248542040730914e-07,0.00010957511739655398
297,27004,0.011078029644323133,0.055891287369516734
298,27005,0.9856488534426866,0.9964753279139589
299,27006,0.9932732893795463,0.9999544528340164
300,27007,0.008884559539210017,0.44898811357000784
301,27008,8.860982904670144e-05,5.091249902144209e-05
302,27009,0.01154971664139386,0.5730467715378649
303,27010,0.023397506234393503,0.20393750771508065
304,27011,0.00038001394715103215,0.0024055482650714895
305,27012,0.9576376924337529,0.9970954123074317
306,27013,0.06336300331397052,0.9742008517083943
307,27014,0.009779414750828002,0.011589922927714541
308,27015,0.004700353540425167,0.0001254405208422986
309,27016,0.01638506257007166,0.7404350149987466
310,27017,0.8225124510531734,0.9893836819854458
311,27018,0.0018387968507666962,0.6383548282833259
312,27019,0.9998807978155942,0.9999971985856195
313,27020,0.05884615569316675,0.14582955322988309
314,27021,0.14923495060127379,0.9337111521883009
315,27022,0.0067157348110107725,0.07931563878850664
316,27023,0.00818132543402479,0.021356856060830237
317,27024,0.004052601106429302,0.27455171235652537
318,27025,0.00021974069753613617,1.2928133344204844e-07
319,27026,0.002439229437553617,0.27845594867630247
320,27027,0.0005761244383931888,0.5440114493010766
321,27028,0.23637556557996384,0.99650089880519
322,27029,0.005821585025308418,0.049254210198232236
323,27030,0.052284780520185516,0.004043471965665696
324,27031,0.9318227460824839,0.9992473277248656
325,27032,0.5574694773805571,0.750108711961264
326,27033,0.29795954768809285,0.9901586240472923
327,27034,0.0035881879433013893,0.38394992760496105
328,27035,0.006370482950930543,0.06181208586565561
329,27036,0.00800868481950458,0.5431536330178101
330,27037,0.999044587034743,0.9921822461299392
331,27038,6.063365265501719e-06,1.3981139173755622e-05
332,27039,0.9595858722307361,0.9998384458408204
333,27040,0.055374446854882284,0.031608087770372904
334,27041,0.00021849535163496968,0.2253867502514282
335,27042,5.3624686398443163e-05,0.0005671064492453131
336,27043,0.9942085120783949,0.9998970978755821
337,27044,3.34064039374821e-06,3.312469425532925e-05
338,27045,0.25392314144052847,0.9466231586953716
339,27046,0.005911473021436646,0.012905452964273456
340,27047,0.9812431709038165,0.9947973495702868
341,27048,0.0009919137891494113,0.07030296364197514
342,27049,0.8719018273020989,0.9968338888709749
343,27050,0.014931345473799429,0.9824991226099339
344,27051,0.0012294395428860151,0.04446373595508826
345,27052,0.00024621560823958716,7.797693123311618e-06
346,27053,0.9987851629313756,0.9999987756858068
347,27054,6.768038257991479e-07,7.527270951241154e-08
348,27055,0.6314302062342148,0.9977073236167018
349,27056,2.0084834801572836e-05,6.090600115131932e-10
350,27057,0.00029364711432623567,1.2506405229844606e-05
351,27058,0.9950777559617743,0.9999332716517888
352,27059,0.2873014328738439,0.8433941949711835
353,27060,0.0014361280482756691,0.8985146823913208
354,27061,0.052187384586821255,0.9299142663253092
355,27062,0.2164723295485073,0.013132220438111958
356,27063,0.036615215421858936,0.8855043073625043
357,27064,0.7817446020432287,0.009695765263282665
358,27065,0.03298251670961201,0.18957760123520112
359,27066,0.0174587265330642,0.5694554950051239
360,27067,0.9056902328409533,0.9855177587824112
361,27068,0.9999065544389458,0.9999943258120156
362,27069,0.9304670252004708,0.9999252255621656
363,27070,0.0012898202486069778,2.5723463029748628e-05
364,27071,1.0738266577775118e-05,1.1960235193754445e-05
365,27072,0.004830952192213206,2.0933173270525797e-05
366,27073,0.01891480732179247,0.9799412128374793
367,27074,0.0053084069128826634,0.07640480359537724
368,27075,0.9834813047801717,0.982891391488832
369,27076,0.9999870948691515,0.9636926509903473
370,27077,0.0002873762879941894,0.00039890500047327736
371,27078,0.7889250355918057,0.9956599072888753
372,27079,0.5292974812649675,0.9987428087171123
373,27080,0.024735247649695136,0.6230574989393359
374,27081,0.013990633305294618,0.30679424089936935
375,27082,0.6705998411535542,0.9282859874960966
376,27083,0.07568820249348727,0.0037023391716130556
377,27084,0.9807382626587112,0.9858076923381214
378,27085,3.003040137803752e-05,2.1196503832125853e-05
379,27086,0.0001341676577840479,0.0004418930141439017
380,27087,0.0028380464882157967,0.00026953782675042775
381,27088,0.3019689009382053,0.9952506798614453
382,27089,0.0043260781693896565,0.0036443181342820266
383,27090,0.33574189431304874,0.989901301153332
384,27091,0.6885991915803527,0.14146666671746996
385,27092,0.03793468153238409,0.3599357047396428
386,27093,0.769155828154441,0.6301642239869404
387,27094,2.1248433077683845e-08,3.2522815170236477e-07
388,27095,0.0024955986294598947,0.9153978461555078
389,27096,0.029604375847552353,0.0003289716146033603
390,27097,0.9993989486519239,0.9999572047807928
391,27098,0.9886878456149788,0.9997452947182837
392,27099,0.0006823302880497397,0.003482321250767338
393,27100,0.5666894972845757,0.995433697395066
394,27101,0.00042497941447676365,0.0033500644293709358
395,27102,0.3950140987782404,0.9932023741670655
396,27103,3.504985357064246e-05,0.0005864723524261596
397,27104,0.9973395961308184,0.9993424086081187
398,27105,0.004090206839665223,0.027583882725974302
399,27106,0.9930327721907999,0.9992597347891059
400,27107,0.9747816778684727,0.9915761481925841
401,27108,0.34278977318676407,0.5470681430352278
402,27109,0.24599404268643865,0.2644914399529328
403,27110,0.02002816135099293,0.5216122376164193
404,27111,0.007664379108213509,0.8244086639862773
405,27112,0.9607338522706117,0.9803995211724577
406,27113,0.03205780544301357,0.3829102742129591
407,27114,0.016994507125979552,0.13096743367782485
408,27115,0.9981572191912008,0.9998673382029167
409,27116,0.04024606520403384,0.9504173318973033
410,27117,0.0006037246332392365,0.0030835146821759332
411,27118,0.019937456387955063,0.9578621623700604
412,27119,0.0007099639380162274,0.018034468034692806
413,27120,0.9749345235279941,0.999972438705188
414,27121,5.9454907933748445e-05,0.31420769257977055
415,27122,0.000875767546176642,0.33674719720257407
416,27123,0.1905807305384503,0.05214311358244749
417,27124,0.0016711955329567283,0.0027308627414703774
418,27125,2.4106700886048073e-06,1.4789139099830701e-06
419,27126,0.38486256580181955,0.00011814632544316118
420,27127,0.022426532736870553,0.0026819362072076787
421,27128,0.4595325855024002,0.9875773584395323
422,27129,0.9997457291153881,0.9933149851089864
423,27130,2.1017839603438537e-05,8.139297940903858e-05
424,27131,0.007851887621682822,0.019509706237700788
425,27132,0.9835968206616462,0.9999951676240837
426,27133,0.009308720548338846,0.9592085451934458
427,27134,0.9978450734577711,0.9993814831828038
428,27135,0.7359575745911282,0.9851794914556073
429,27136,0.034743050286504235,0.9740270101330134
430,27137,6.737566482997594e-05,7.913029591939275e-06
431,27138,0.35915242951991816,0.9891660227638809
432,27139,0.01936367938644071,0.01524232609612057
433,27140,0.9999994768806086,0.9999949232691253
434,27141,0.9999171177741653,0.9999036877131315
435,27142,0.006921076619402296,0.17758866873329363
436,27143,0.11930829321381134,0.008343414418970197
437,27144,0.0004485374251609865,4.8721186000878914e-05
438,27145,0.948458944271248,0.9911171306774823
439,27146,0.00228011079017795,0.9480071103821863
440,27147,0.01568512625073221,0.22432779356896354
441,27148,0.6913917590915674,0.00015539034072385962
442,27149,0.25894564487768357,0.9524007575957253
443,27150,0.9995725564252788,0.999993142804224
444,27151,0.10215540086408256,0.7907031006824615
445,27152,0.0005262500350632658,0.0421802353830553
446,27153,0.7084625200173917,0.999137711899391
447,27154,0.7811760800277747,0.9955556447756586
448,27155,0.2300990128156283,0.9941980942164182
449,27156,0.00014903631866559826,0.7294160107170381
450,27157,0.008761990706051256,0.8860208073476008
451,27158,0.0032498866494287165,0.8052684874911343
452,27159,0.23117934639333668,0.8981303500244541
453,27160,0.0009898471822470287,9.107937717457361e-05
454,27161,0.28106579268753,0.6219045949130316
455,27162,0.902166008200921,0.9995208132469035
456,27163,0.982507183302771,0.005558803721434435
457,27164,0.000931181966502486,8.623435999427659e-05
458,27165,0.9975290055846283,0.9863539241533018
459,27166,0.04349122404159034,0.001664313286961791
460,27167,0.037124199595255945,0.17252763555711007
461,27168,0.9528511258960951,0.8272351283322298
462,27169,0.7222098641095178,0.9956644901748233
463,27170,0.9110430028951759,0.9973782004045505
464,27171,0.008607379973317838,0.2296502245072973
465,27172,0.0019459894968708565,0.5586785728105638
466,27173,0.7194346163015356,0.9922639612774568
467,27174,0.15316008751501078,3.039025583820854e-07
468,27175,0.025563491613484517,0.3084586561361276
469,27176,0.9893447122471007,0.9999925365699802
470,27177,0.9988580318734364,0.9969242681565068
471,27178,0.010754388879501576,0.6457283756905632
472,27179,0.0007512861858051533,0.005449128324457145
473,27180,0.36140507137801314,0.6995118287667591
474,27181,0.0061295528958656195,0.9809202593665227
475,27182,0.9611538833932275,0.9997211437577539
476,27183,0.0008492357800918731,0.8128623413384104
477,27184,0.0004666356935904325,0.04414826922704084
478,27185,0.9961277864899848,0.9986984139204143
479,27186,0.25344210435480535,0.938370140470402
480,27187,0.014233310955986478,0.0035803577152996625
481,27188,0.051596978687168824,0.3417910445615756
482,27189,0.035278600736685414,0.6464266885224422
483,27190,0.9158659293267312,0.9860501439737224
484,27191,0.9698930602381273,0.999929913587018
485,27192,0.946535645493445,0.9968487353323628
486,27193,4.108384251692064e-06,0.005906654923690146
487,27194,0.3581382831330846,0.7912574020312241
488,27195,0.0018138462190085724,0.024050058335658594
489,27196,0.09003121215270248,0.46063501873152185
490,27197,0.009230307615359168,0.37429731702314667
491,27198,0.9999805450354992,0.9999999545123198
492,27199,0.00042531169501125357,0.2779174049758187
493,27200,0.5874223161014814,0.8313783178867818
494,27201,0.9990236240453249,0.9999743189749996
495,27202,0.00019355076016368798,2.5395789265881303e-06
496,27203,0.001910230996638667,0.00877826119130166
497,27204,0.00018792950107325256,0.0028851741324795394
498,27205,0.0014044255850491423,0.05863868447081165
499,27206,0.9766233740106818,0.18816172291474392
500,27207,0.012102909815597713,0.05505375851573861
501,27208,0.9448839880921787,0.9994915765030811
502,27209,0.013889246314496229,0.0763405936126897
503,27210,0.006403119112239488,0.18829950816348792
504,27211,0.012220778192098823,0.1192855164881853
505,27212,0.9283333458140198,0.999384692105689
506,27213,0.9725102899325613,0.9936510036934496
507,27214,9.4961079250852e-05,0.0009499768435175513
508,27215,0.5548355607011088,0.9983669924558196
509,27216,0.10918904115125302,0.9942835851646089
510,27217,0.0004335569320779148,8.815188125066893e-05
511,27218,0.9991328186259847,0.9999964897256024
512,27219,0.9472028090508905,0.9743404102205329
513,27220,0.04881972586205285,8.314269514109541e-05
514,27221,0.013309776038050806,0.8929687307611505
515,27222,0.3592639612967817,0.823474488260807
516,27223,0.0025351941918199407,0.17295939506760916
517,27224,0.9125706482597774,0.9991916128362217
518,27225,0.21380249166761897,0.3451092621983029
519,27226,0.00043320626550462366,0.0015505590765457695
520,27227,0.7424270890569408,0.7741938466535565
521,27228,0.8304692299683495,0.9828469303028371
522,27229,0.994198408394329,0.9987755469794165
523,27230,0.7735409521370735,0.9999141147935474
524,27231,0.9949002510779276,0.999777550408956
525,27232,0.07656719051201308,0.04546616176822452
526,27233,0.5027405829142509,0.10406855742039026
527,27234,7.195272833958627e-05,1.1270861648449972e-05
528,27235,0.9999279107806969,0.9999961257055947
529,27236,0.47035908907443097,0.9856652094949139
530,27237,0.8583569886316296,0.837389743326955
531,27238,0.2132666345084834,0.9944442267080471
532,27239,0.41881384574321,0.5116843531922242
533,27240,0.33812843611116733,0.847501662168194
534,27241,0.010066444339509028,0.1190550788207213
535,27242,0.10242240442752071,0.5585878847974407
536,27243,0.025741864771398656,0.19063310493358065
537,27244,0.002771632486473402,0.00010365628015860728
538,27245,0.004218637264509024,0.031230997671725953
539,27246,0.9999409895406959,0.9999977396034353
540,27247,0.725693539430538,0.9989996159553848
541,27248,0.17818159755708896,0.42657206202954645
542,27249,0.048794686084633186,0.9848427188613756
543,27250,0.10268419126209016,0.9059271481637661
544,27251,0.006905241728535224,0.9302077050743027
545,27252,0.7682765473293326,0.9932197439271496
546,27253,0.0015919694655754204,0.9423851118406831
547,27254,0.9999908056027834,0.999999223435768
548,27255,0.026498098705835915,0.06885296781894677
549,27256,0.9968024878313437,0.9999946918159426
550,27257,0.40657236108909406,0.9541270355428622
551,27258,0.7998584286470396,0.999676574848792
552,27259,0.9718541665932166,0.9998836072477107
553,27260,0.0338256065860542,0.04435136974298354
554,27261,0.032291555309673786,0.9757711001938155
555,27262,0.1788431814364258,0.45080746584381237
556,27263,0.07148999968018567,1.4824525785261296e-06
557,27264,1.3431712389652998e-05,9.005550655963635e-05
558,27265,0.002657916054389983,0.0038685934893048757
559,27266,0.09890400475544901,0.8022791338521602
560,27267,0.044653044499349724,0.35670931901652625
561,27268,6.219129222294982e-05,0.012085350736000644
562,27269,0.9399139295911695,0.05259932227068367
563,27270,0.0002759597040878067,0.0025403066193885873
564,27271,0.006587240273273657,0.4510730652734319
565,27272,0.00024131215216759155,0.0055291234302527435
566,27273,0.020864325247640276,0.02593173117849616
567,27274,0.06998038697434014,0.738772808104127
568,27275,0.11691737270429996,0.13581013262088382
569,27276,6.033597792341429e-08,4.294098190699329e-06
570,27277,0.003569139137559937,0.7976580089248287
571,27278,0.1407162741297879,0.8785772167862965
572,27279,0.0020694926476342774,0.778016361708801
573,27280,0.637640030304009,0.9416754977582923
574,27281,0.0010417527157257076,0.05645991607267918
575,27282,0.47843922055726973,0.9996783986592837
576,27283,8.145398129658962e-09,3.6125805320103837e-07
577,27284,0.5805463786102578,0.8215185409914424
578,27285,0.0033800687608335368,0.8809286228416621
579,27286,0.00047481703065171044,0.013107453284548654
580,27287,0.09838666288760888,0.8262194568951008
581,27288,0.9998098494617498,0.9999991357330242
582,27289,0.34972400244546054,0.6797239347170846
583,27290,5.6039388858628345e-06,3.9470705250742e-05
584,27291,0.9993716541584124,0.9998087391640859
585,27292,0.26183566329163765,0.9901518263991104
586,27293,0.25317354847769763,0.9994231641283484
587,27294,8.099417704188646e-06,3.5275153665659562e-06
588,27295,0.9680963997240217,0.9997710352141823
